ID,libelle_zone_d_emploi,code_region,region,code_zone_d_emploi,zone_d_emploi,date,effectifs_salaries_brut,effectifs_salaries_cvs,masse_salariale_brut,masse_salariale_cvs
29183,7507 Brive-la-Gaillarde,75,Nouvelle-Aquitaine,7507,Brive-la-Gaillarde,122015,29719,29720,203545918,192764068
29256,7517 Limoges,75,Nouvelle-Aquitaine,7517,Limoges,122015,70106,69992,487283910,459562408
29399,7604 Auch,76,Occitanie,7604,Auch,122015,26155,26376,163392485,154045370
29495,7609 Castelsarrasin-Moissac,76,Occitanie,7609,Castelsarrasin-Moissac,122015,11929,12115,79777614,76754818
29557,7611 Figeac-Villefranche,76,Occitanie,7611,Figeac-Villefranche,122015,20588,20790,128844611,123215092
29586,7612 Foix-Pamiers,76,Occitanie,7612,Foix-Pamiers,122015,23640,23722,150330319,143624949
29650,7615 Montauban,76,Occitanie,7615,Montauban,122015,35561,35565,227914456,216448006
29682,7619 Nord-du-Lot,76,Occitanie,7619,Nord-du-Lot,122015,11556,12006,80915769,77587249
29769,7624 Tarbes-Lourdes,76,Occitanie,7624,Tarbes-Lourdes,122015,50713,51126,326547099,313414872
29805,7625 Toulouse,76,Occitanie,7625,Toulouse,122015,407008,406690,3414352260,3245996280
29899,7605 Bagnols-sur-Cèze,76,Occitanie,7605,Bagnols-sur-Cèze,122015,16959,17173,144007448,138848175
30067,7613 Mende,76,Occitanie,7613,Mende,122015,15998,16436,92024533,91153672
30100,7614 Millau,76,Occitanie,7614,Millau,122015,237,259,1183207,1177181
30162,7617 Narbonne,76,Occitanie,7617,Narbonne,122015,28286,29217,178603022,173515082
30198,7618 Nîmes,76,Occitanie,7618,Nîmes,122015,76792,77228,518250010,491845045
30317,0052 Arles,76,Occitanie,52,Arles,122015,3572,3644,23031091,21885484
30477,8405 Bourg en Bresse,84,Auvergne-Rhône-Alpes,8405,Bourg en Bresse,122015,67649,67695,478675178,452237296
30549,8407 Chambéry,84,Auvergne-Rhône-Alpes,8407,Chambéry,122015,69501,69680,498106305,471393094
30621,8411 La Maurienne,84,Auvergne-Rhône-Alpes,8411,La Maurienne,122015,11841,10624,73641084,74938404
30655,8412 La Plaine du Forez,84,Auvergne-Rhône-Alpes,8412,La Plaine du Forez,122015,17434,17535,114708005,109059432
30713,8414 La Vallée de l'Arve,84,Auvergne-Rhône-Alpes,8414,La Vallée de l'Arve,122015,29106,28234,224839146,218305336
30806,8417 Le Livradois,84,Auvergne-Rhône-Alpes,8417,Le Livradois,122015,1324,1331,7893913,7710770
30933,8421 Lyon,84,Auvergne-Rhône-Alpes,8421,Lyon,122015,657493,656060,5447422053,5203042687
30994,8425 Oyonnax,84,Auvergne-Rhône-Alpes,8425,Oyonnax,122015,19222,19311,147109568,142176585
31022,8426 Roanne,84,Auvergne-Rhône-Alpes,8426,Roanne,122015,31532,31744,208643381,198430448
31083,8428 Saint Etienne,84,Auvergne-Rhône-Alpes,8428,Saint Etienne,122015,134476,134742,960328284,912752866
31201,8434 Villefranche-sur-Saône,84,Auvergne-Rhône-Alpes,8434,Villefranche-sur-Saône,122015,40878,40892,285073967,271069887
31262,0055 Bollène-Pierrelatte,84,Auvergne-Rhône-Alpes,55,Bollène-Pierrelatte,122015,17596,17716,154860644,147038984
31289,0059 Mâcon,84,Auvergne-Rhône-Alpes,59,Mâcon,122015,7716,7711,52176688,48840103
31485,8419 Le Puy en Velay,84,Auvergne-Rhône-Alpes,8419,Le Puy en Velay,122015,24135,24293,148410177,140945003
31520,8420 Les Sources de la Loire,84,Auvergne-Rhône-Alpes,8420,Les Sources de la Loire,122015,14095,14260,90639358,86937938
31648,8429 Saint Flour,84,Auvergne-Rhône-Alpes,8429,Saint Flour,122015,5711,5791,32520471,31642473
31684,8432 Vichy,84,Auvergne-Rhône-Alpes,8432,Vichy,122015,27085,27229,176675113,168216580
31737,9301 Aix-en-Provence,93,Provence-Alpes-Côte d'Azur,9301,Aix-en-Provence,122015,123893,123773,954052618,919021239
31763,9302 Briançon,93,Provence-Alpes-Côte d'Azur,9302,Briançon,122015,10102,8850,49982050,54360867
31794,9303 Brignoles,93,Provence-Alpes-Côte d'Azur,9303,Brignoles,122015,17845,18057,107994960,104678947
31848,9305 Carpentras,93,Provence-Alpes-Côte d'Azur,9305,Carpentras,122015,14286,14671,92107816,89026494
31912,9307 Digne-les-Bains,93,Provence-Alpes-Côte d'Azur,9307,Digne-les-Bains,122015,14858,14943,95882965,92320025
31944,9308 Draguignan,93,Provence-Alpes-Côte d'Azur,9308,Draguignan,122015,17230,17807,104031890,100763086
31974,9309 Fréjus,93,Provence-Alpes-Côte d'Azur,9309,Fréjus,122015,25581,27053,170993426,168991886
32004,9310 Gap,93,Provence-Alpes-Côte d'Azur,9310,Gap,122015,21971,21804,130185986,127229437
32131,9314 Menton,93,Provence-Alpes-Côte d'Azur,9314,Menton,122015,10050,10548,62605556,61657129
32349,0055 Bollène-Pierrelatte,93,Provence-Alpes-Côte d'Azur,55,Bollène-Pierrelatte,122015,5255,5274,36692764,34828781
32499,9404 Corte,94,Corse,9404,Corte,122015,2188,2296,13421302,12876737
32569,9406 Porto-Vecchio,94,Corse,9406,Porto-Vecchio,122015,7261,9089,49382001,54338517
53,0102 Est Grande Terre,1,Guadeloupe,102,Est Grande Terre,122016,5538,5585,35083926,34005383
145,0105 Sud Basse-Terre,1,Guadeloupe,105,Sud Basse-Terre,122016,8768,8707,57213921,54137904
201,0202 Le Centre agglomération,2,Martinique,202,Le Centre agglomération,122016,49946,49175,405840269,372460890
246,3211 Creil,32,Hauts-de-France,3211,Creil,122016,59568,59928,441865222,419702451
353,0205 Le Sud,2,Martinique,205,Le Sud,122016,4732,4617,28848773,27643042
481,0301 Est-littoral,3,Guyane,301,Est-littoral,122016,23316,23289,181307329,167240325
686,3203 Arras,32,Hauts-de-France,3203,Arras,122016,47316,47238,314633401,296717861
744,3204 Berck,32,Hauts-de-France,3204,Berck,122016,27010,27543,175787073,168322221
789,0403 Le Nord,4,La Réunion,403,Le Nord,122016,52707,52446,410609696,379073799
862,3206 Boulogne-sur-Mer,32,Hauts-de-France,3206,Boulogne-sur-Mer,122016,36328,35857,238178943,223807612
1035,1103 Etampes,11,Île-de-France,1103,Etampes,122016,17058,17085,138648672,132126762
1064,3212 Douai,32,Hauts-de-France,3212,Douai,122016,52042,50752,360480338,336517013
1130,3213 Dunkerque,32,Hauts-de-France,3213,Dunkerque,122016,69321,69567,523096200,500388682
1149,1105 Fontainebleau-Nemours,11,Île-de-France,1105,Fontainebleau-Nemours,122016,33248,33312,259639777,244613657
1198,3215 Lens,32,Hauts-de-France,3215,Lens,122016,88888,88514,580811113,552949770
1399,1109 Paris,11,Île-de-France,1109,Paris,122016,3105254,3098291,32980249696,32377938032
1461,1110 Provins,11,Île-de-France,1110,Provins,122016,7358,7384,49669440,46920946
1504,3222 Valenciennes,32,Hauts-de-France,3222,Valenciennes,122016,88871,89003,613648836,586928075
1630,4403 Charleville-Mézières,44,Grand Est,4403,Charleville-Mézières,122016,34475,34543,240141932,228933098
1832,4413 Reims,44,Grand Est,4413,Reims,122016,88848,88776,646399549,605897643
1958,4421 Sedan,44,Grand Est,4421,Sedan,122016,14957,15052,103460089,97449541
2192,4401 Bar-le-Duc,44,Grand Est,4401,Bar-le-Duc,122016,14613,14589,102714787,95618322
2203,2407 Gien,24,Centre-Val de Loire,2407,Gien,122016,18913,19171,144548726,140213075
2265,2408 Loches,24,Centre-Val de Loire,2408,Loches,122016,10098,10113,62254361,59850775
2333,2409 Montargis,24,Centre-Val de Loire,2409,Montargis,122016,25654,25711,184221495,172338233
2518,4412 Nancy,44,Grand Est,4412,Nancy,122016,139294,139187,995338411,939182674
2575,2413 Tours,24,Centre-Val de Loire,2413,Tours,122016,135956,136431,998467285,944689520
2637,2414 Vendôme,24,Centre-Val de Loire,2414,Vendôme,122016,14293,14249,99679800,95458786
2694,4417 Saint-Dié-des-Vosges,44,Grand Est,4417,Saint-Dié-des-Vosges,122016,17673,17763,120550477,113405060
2752,4419 Sarrebourg,44,Grand Est,4419,Sarrebourg,122016,16402,16441,116387876,107075603
2998,4426 Verdun,44,Grand Est,4426,Verdun,122016,12962,13025,85270533,80353873
3076,4427 Vitry-le-François Saint-Dizier,44,Grand Est,4427,Vitry-le-François Saint-Dizier,122016,623,623,4390848,4124106
3216,4409 Haguenau,44,Grand Est,4409,Haguenau,122016,63917,64129,495229315,458555245
3321,2707 Chalon-sur-Saône,27,Bourgogne-Franche-Comté,2707,Chalon-sur-Saône,122016,41798,41700,301726171,284255144
3348,4418 Saint-Louis,44,Grand Est,4418,Saint-Louis,122016,18993,19259,156107771,143072293
3408,4419 Sarrebourg,44,Grand Est,4419,Sarrebourg,122016,9110,9097,70916522,64918892
3548,4422 Sélestat,44,Grand Est,4422,Sélestat,122016,24058,24168,187050380,174614728
3800,5203 Challans,52,Pays de la Loire,5203,Challans,122016,30937,32687,200972367,199220192
3845,0056 Cosne-Cours-sur-Loire,27,Bourgogne-Franche-Comté,56,Cosne-Cours-sur-Loire,122016,9027,9042,58653697,55933141
3918,5205 Châteaubriant,52,Pays de la Loire,5205,Châteaubriant,122016,10963,11048,69940679,66483979
4105,2706 Besançon,27,Bourgogne-Franche-Comté,2706,Besançon,122016,77106,77156,533745998,505624138
4227,2712 Dole,27,Bourgogne-Franche-Comté,2712,Dole,122016,16324,16374,117644583,110484469
4314,5211 Laval,52,Pays de la Loire,5211,Laval,122016,45764,45723,325854454,309916650
4395,2715 Pontarlier,27,Bourgogne-Franche-Comté,2715,Pontarlier,122016,21226,21278,141806713,133426457
4446,5213 Les Herbiers-Montaigu,52,Pays de la Loire,5213,Les Herbiers-Montaigu,122016,51381,51954,358760942,340000471
4699,2808 Evreux,28,Normandie,2808,Evreux,122016,41234,41096,289773790,276967912
4761,2811 Honfleur Pont-Audemer,28,Normandie,2811,Honfleur Pont-Audemer,122016,10208,10203,67625243,64519689
4836,5219 Saint-Nazaire,52,Pays de la Loire,5219,Saint-Nazaire,122016,65709,67072,484781720,464714127
4891,2813 Le Havre,28,Normandie,2813,Le Havre,122016,91727,91884,730805065,687192597
4904,5220 Saumur,52,Pays de la Loire,5220,Saumur,122016,19851,20081,122864501,118799664
4954,5221 Segré-en-Anjou Bleu,52,Pays de la Loire,5221,Segré-en-Anjou Bleu,122016,11082,11068,73502475,69119764
5150,5301 Auray,53,Bretagne,5301,Auray,122016,16574,17928,106990181,107011537
5210,5302 Brest,53,Bretagne,5302,Brest,122016,89448,90159,630009555,604384841
5266,5303 Carhaix-Plouguer,53,Bretagne,5303,Carhaix-Plouguer,122016,12422,12433,78240048,73570066
5359,2802 Avranches,28,Normandie,2802,Avranches,122016,20715,20916,139058194,132525837
5481,2805 Cherbourg en Cotentin,28,Normandie,2805,Cherbourg en Cotentin,122016,43944,44215,329620441,317963592
5593,2809 Flers,28,Normandie,2809,Flers,122016,23080,23372,159489824,150952614
5640,5309 Lorient,53,Bretagne,5309,Lorient,122016,51241,51645,349658837,338313713
5847,2814 Lisieux,28,Normandie,2814,Lisieux,122016,17651,17900,120794072,114725941
5854,5312 Pontivy-Loudéac,53,Bretagne,5312,Pontivy-Loudéac,122016,29767,29792,200682882,188634873
5907,2816 Saint-Lô,28,Normandie,2816,Saint-Lô,122016,24929,24651,158938062,149843601
5967,2818 Vire Normandie,28,Normandie,2818,Vire Normandie,122016,11166,11204,70150647,65672800
6082,5316 Saint-Brieuc,53,Bretagne,5316,Saint-Brieuc,122016,43975,43885,290927758,274952870
6203,3202 Amiens,32,Hauts-de-France,3202,Amiens,122016,88382,87978,627135505,589958759
6269,3209 Château-Thierry,32,Hauts-de-France,3209,Château-Thierry,122016,12131,12147,83123538,77642141
6288,5319 Vitré,53,Bretagne,5319,Vitré,122016,28126,28189,200179317,188621465
6521,7527 Saint-Junien,75,Nouvelle-Aquitaine,7527,Saint-Junien,122016,4476,4499,30206215,27946679
6721,7501 Agen,75,Nouvelle-Aquitaine,7501,Agen,122016,34265,34240,231268871,216318344
6756,7512 La Rochelle,75,Nouvelle-Aquitaine,7512,La Rochelle,122016,60120,61955,413146349,400940381
6779,7502 Angoulême,75,Nouvelle-Aquitaine,7502,Angoulême,122016,2,2,8079,8270
6849,7503 Bayonne,75,Nouvelle-Aquitaine,7503,Bayonne,122016,87263,90141,605457856,589141655
6911,7504 Bergerac,75,Nouvelle-Aquitaine,7504,Bergerac,122016,19579,19951,126402378,121701539
6952,7523 Périgueux,75,Nouvelle-Aquitaine,7523,Périgueux,122016,743,776,5151826,4933268
7101,7510 Dax,75,Nouvelle-Aquitaine,7510,Dax,122016,32545,34306,231346383,219153814
7135,7513 La Teste-de-Buch,75,Nouvelle-Aquitaine,7513,La Teste-de-Buch,122016,26175,27843,172361909,170678176
7161,7514 Langon,75,Nouvelle-Aquitaine,7514,Langon,122016,17148,17275,107749922,102657574
7191,7515 Lesparre-Médoc,75,Nouvelle-Aquitaine,7515,Lesparre-Médoc,122016,8086,9020,52089262,53229984
7384,7522 Pau,75,Nouvelle-Aquitaine,7522,Pau,122016,81822,81459,604640665,577655333
7459,7529 Sarlat-La-Canéda,75,Nouvelle-Aquitaine,7529,Sarlat-La-Canéda,122016,9962,10906,60735527,60651864
7494,7532 Villeneuve-sur-Lot,75,Nouvelle-Aquitaine,7532,Villeneuve-sur-Lot,122016,15028,15223,93945753,89067792
7754,7604 Auch,76,Occitanie,7604,Auch,122016,26296,26554,164144060,154918370
7790,7607 Cahors,76,Occitanie,7607,Cahors,122016,15644,15897,98029923,93168922
7909,7611 Figeac-Villefranche,76,Occitanie,7611,Figeac-Villefranche,122016,20019,20211,133727899,127908353
7946,7612 Foix-Pamiers,76,Occitanie,7612,Foix-Pamiers,122016,23512,23608,154042855,147220528
8406,7613 Mende,76,Occitanie,7613,Mende,122016,15591,16063,93410548,92528793
8499,7617 Narbonne,76,Occitanie,7617,Narbonne,122016,28920,29890,184497937,179409643
8594,7623 Sète,76,Occitanie,7623,Sète,122016,17396,18138,112838449,108259998
8764,8404 Belley,84,Auvergne-Rhône-Alpes,8404,Belley,122016,9237,9297,64495225,61949966
8854,8407 Chambéry,84,Auvergne-Rhône-Alpes,8407,Chambéry,122016,70353,70430,513637798,485923295
8913,8411 La Maurienne,84,Auvergne-Rhône-Alpes,8411,La Maurienne,122016,12216,10690,74864289,76359277
8942,8412 La Plaine du Forez,84,Auvergne-Rhône-Alpes,8412,La Plaine du Forez,122016,17447,17541,116855445,111174815
9109,8417 Le Livradois,84,Auvergne-Rhône-Alpes,8417,Le Livradois,122016,1354,1360,8066279,7872138
9165,8419 Le Puy en Velay,84,Auvergne-Rhône-Alpes,8419,Le Puy en Velay,122016,256,293,1395381,1464785
9201,8420 Les Sources de la Loire,84,Auvergne-Rhône-Alpes,8420,Les Sources de la Loire,122016,3647,3681,23840339,22668884
9263,8422 Montélimar,84,Auvergne-Rhône-Alpes,8422,Montélimar,122016,25969,25659,179854742,171464914
9421,8430 Tarare,84,Auvergne-Rhône-Alpes,8430,Tarare,122016,12501,12525,84993839,81171072
9490,8433 Vienne-Annonay,84,Auvergne-Rhône-Alpes,8433,Vienne-Annonay,122016,56126,56215,399653713,379984101
9682,8403 Aurillac,84,Auvergne-Rhône-Alpes,8403,Aurillac,122016,18099,18179,112771691,107818567
9718,8408 Clermont-Ferrand,84,Auvergne-Rhône-Alpes,8408,Clermont-Ferrand,122016,136138,135885,1044147145,983142774
9928,8428 Saint Etienne,84,Auvergne-Rhône-Alpes,8428,Saint Etienne,122016,3025,3075,20153585,19439010
10040,9301 Aix-en-Provence,93,Provence-Alpes-Côte d'Azur,9301,Aix-en-Provence,122016,128315,128096,987734157,952253755
10171,3220 Saint-Quentin,32,Hauts-de-France,3220,Saint-Quentin,122016,51404,51688,357288670,335563775
10256,0058 La Vallée de la Bresle-Vimeu,32,Hauts-de-France,58,La Vallée de la Bresle-Vimeu,122016,10296,10378,73474839,69824834
10404,3207 Calais,32,Hauts-de-France,3207,Calais,122016,30604,30757,211204708,198034974
10552,3216 Lille,32,Hauts-de-France,3216,Lille,122016,330305,329019,2548055691,2410004560
10655,3219 Saint-Omer,32,Hauts-de-France,3219,Saint-Omer,122016,40870,41210,270960384,258983409
10870,4415 Romilly-sur-Seine,44,Grand Est,4415,Romilly-sur-Seine,122016,15065,15158,119823081,111210224
10945,4425 Troyes,44,Grand Est,4425,Troyes,122016,59332,59606,391937122,373208959
11068,4407 Épinal,44,Grand Est,4407,Épinal,122016,41906,42449,297728475,280533961
11128,4410 Metz,44,Grand Est,4410,Metz,122016,123474,123840,881203603,830722827
11193,4414 Remiremont,44,Grand Est,4414,Remiremont,122016,20534,20665,134830069,129339175
11386,4424 Thionville,44,Grand Est,4424,Thionville,122016,52126,52235,370537483,351672632
11472,4405 Colmar,44,Grand Est,4405,Colmar,122016,56721,56412,429386772,398367799
11633,4420 Sarreguemines,44,Grand Est,4420,Sarreguemines,122016,6169,6183,47989675,42471667
11698,4423 Strasbourg,44,Grand Est,4423,Strasbourg,122016,238432,235394,1851905370,1725563693
11756,5202 Angers,52,Pays de la Loire,5202,Angers,122016,102195,102321,706392088,675720239
11819,5204 Château-Gontier,52,Pays de la Loire,5204,Château-Gontier,122016,10287,10109,67856607,63294990
11884,5206 Cholet,52,Pays de la Loire,5206,Cholet,122016,58198,58135,405921118,387937833
11973,5209 La Flèche,52,Pays de la Loire,5209,La Flèche,122016,10827,10896,72878765,69410565
12007,5210 La Roche-sur-Yon,52,Pays de la Loire,5210,La Roche-sur-Yon,122016,48776,48920,334459661,318442796
12134,5214 Les Sables-d'Olonne,52,Pays de la Loire,5214,Les Sables-d'Olonne,122016,17027,17924,117838371,115978880
12161,5215 Mayenne,52,Pays de la Loire,5215,Mayenne,122016,18801,18905,132798062,124133341
12253,5218 Sablé-sur-Sarthe,52,Pays de la Loire,5218,Sablé-sur-Sarthe,122016,16496,16208,116119893,108030183
12416,0062 Redon,52,Pays de la Loire,62,Redon,122016,1849,1817,10108801,9555050
12580,5305 Fougères,53,Bretagne,5305,Fougères,122016,19328,19321,127900585,122782189
12607,5306 Guingamp,53,Bretagne,5306,Guingamp,122016,11423,11546,76398968,73005336
12633,5307 Lamballe-Armor,53,Bretagne,5307,Lamballe-Armor,122016,13296,13615,91918316,87590099
12724,5310 Morlaix,53,Bretagne,5310,Morlaix,122016,28408,28940,194154119,183048878
12968,5318 Vannes,53,Bretagne,5318,Vannes,122016,49536,50318,327138989,312525952
13031,0062 Redon,53,Bretagne,62,Redon,122016,16389,16203,107148340,102950252
13060,7502 Angoulême,75,Nouvelle-Aquitaine,7502,Angoulême,122016,53902,54028,371474632,352494958
13092,7505 Bordeaux,75,Nouvelle-Aquitaine,7505,Bordeaux,122016,4,4,12726,12716
13128,7506 Bressuire,75,Nouvelle-Aquitaine,7506,Bressuire,122016,25015,24828,159774108,152153167
13153,7508 Châtellerault,75,Nouvelle-Aquitaine,7508,Châtellerault,122016,20628,20705,152873342,146227729
13185,7509 Cognac,75,Nouvelle-Aquitaine,7509,Cognac,122016,29245,29667,216120824,201225894
13334,7524 Poitiers,75,Nouvelle-Aquitaine,7524,Poitiers,122016,73200,72835,484028756,463938482
13367,7525 Rochefort,75,Nouvelle-Aquitaine,7525,Rochefort,122016,14144,14457,94555011,91513440
13385,9302 Briançon,93,Provence-Alpes-Côte d'Azur,9302,Briançon,122016,10529,9016,51276281,55724250
13445,9304 Cannes,93,Provence-Alpes-Côte d'Azur,9304,Cannes,122016,128111,131885,1091073459,1069878265
13472,9305 Carpentras,93,Provence-Alpes-Côte d'Azur,9305,Carpentras,122016,14649,15083,94941877,91992385
13502,9306 Cavaillon,93,Provence-Alpes-Côte d'Azur,9306,Cavaillon,122016,26168,26862,181224763,175566502
13622,9310 Gap,93,Provence-Alpes-Côte d'Azur,9310,Gap,122016,22176,21943,132269688,129358674
13657,9311 Manosque,93,Provence-Alpes-Côte d'Azur,9311,Manosque,122016,24381,25243,176810145,171002795
13723,9313 Martigues-Salon,93,Provence-Alpes-Côte d'Azur,9313,Martigues-Salon,122016,71434,71810,567797100,535771547
13765,9314 Menton,93,Provence-Alpes-Côte d'Azur,9314,Menton,122016,10069,10585,64462649,63507141
13794,9315 Nice,93,Provence-Alpes-Côte d'Azur,9315,Nice,122016,160771,163026,1170952283,1112873341
13888,9318 Toulon,93,Provence-Alpes-Côte d'Azur,9318,Toulon,122016,119460,122184,804535017,777784036
13990,0055 Bollène-Pierrelatte,93,Provence-Alpes-Côte d'Azur,55,Bollène-Pierrelatte,122016,5145,5162,35754058,33849604
14139,9404 Corte,94,Corse,9404,Corte,122016,2170,2284,13761627,13216885
14172,9405 Ghisonaccia,94,Corse,9405,Ghisonaccia,122016,3039,3277,18109185,18398334
14204,9406 Porto-Vecchio,94,Corse,9406,Porto-Vecchio,122016,7189,9134,51775582,57039649
14235,9407 Propriano,94,Corse,9407,Propriano,122016,2354,2825,15168593,16389211
14266,0101 Côte sous le vent,1,Guadeloupe,101,Côte sous le vent,122016,1518,1495,8546186,8662146
14365,0104 Région Pointoise,1,Guadeloupe,104,Région Pointoise,122016,53857,53313,431801603,396881144
14429,0201 Le Centre-Atlantique,2,Martinique,201,Le Centre-Atlantique,122016,5270,5268,36863750,34432771
14482,0203 Le Nord-Atlantique,2,Martinique,203,Le Nord-Atlantique,122016,979,978,5159978,4964059
14672,0303 Savanes,3,Guyane,303,Savanes,122016,5385,5335,58323381,54615834
14739,0402 L'Ouest,4,La Réunion,402,L'Ouest,122016,42032,42082,327177167,299911108
14804,0404 Le Sud,4,La Réunion,404,Le Sud,122016,41764,41347,268299451,250777907
14871,1102 Coulommiers,11,Île-de-France,1102,Coulommiers,122016,9866,9878,66845220,63367754
14987,1106 Marne-la-Vallée,11,Île-de-France,1106,Marne-la-Vallée,122016,148073,147002,1214129392,1148161309
15025,1107 Meaux,11,Île-de-France,1107,Meaux,122016,32480,32387,224528278,212626847
15142,1111 Rambouillet,11,Île-de-France,1111,Rambouillet,122016,14901,14939,116830751,109929891
15168,1112 Roissy,11,Île-de-France,1112,Roissy,122016,278939,278395,2487221117,2271528125
15201,1113 Saclay,11,Île-de-France,1113,Saclay,122016,182201,180907,1724127340,1681542273
15231,1114 Seine-Yvelinoise,11,Île-de-France,1114,Seine-Yvelinoise,122016,166717,166024,1480557972,1417774594
15294,2401 Blois,24,Centre-Val de Loire,2401,Blois,122016,46404,46635,339776494,320832632
15325,2402 Bourges,24,Centre-Val de Loire,2402,Bourges,122016,47751,47812,330460410,313394487
15442,2406 Chinon,24,Centre-Val de Loire,2406,Chinon,122016,9555,9766,76987896,73594473
15597,2411 Pithiviers,24,Centre-Val de Loire,2411,Pithiviers,122016,13328,13488,99038730,92623191
15625,2412 Romorantin-Lanthenay,24,Centre-Val de Loire,2412,Romorantin-Lanthenay,122016,16512,16674,109113937,105245506
15816,0060 Nevers,24,Centre-Val de Loire,60,Nevers,122016,1715,1726,12031993,11610612
15846,0061 Nogent-le-Rotrou,24,Centre-Val de Loire,61,Nogent-le-Rotrou,122016,8049,8072,54588115,52690841
15873,2701 Autun,27,Bourgogne-Franche-Comté,2701,Autun,122016,7267,7258,46267094,43367778
15932,2703 Avallon,27,Bourgogne-Franche-Comté,2703,Avallon,122016,9094,9214,56451786,53521716
15965,2704 Beaune,27,Bourgogne-Franche-Comté,2704,Beaune,122016,20418,20641,151063469,141808741
16060,2709 Châtillon-Montbard,27,Bourgogne-Franche-Comté,2709,Châtillon-Montbard,122016,11717,11844,77552174,72705907
16126,2711 Dijon,27,Bourgogne-Franche-Comté,2711,Dijon,122016,113819,113762,835449963,787050580
16155,2712 Dole,27,Bourgogne-Franche-Comté,2712,Dole,122016,702,709,4714065,4528587
16331,2705 Belfort,27,Bourgogne-Franche-Comté,2705,Belfort,122016,42410,42486,330863449,314806473
16492,2714 Montbéliard,27,Bourgogne-Franche-Comté,2714,Montbéliard,122016,47121,47161,349984916,337610940
16563,2716 Saint-Claude,27,Bourgogne-Franche-Comté,2716,Saint-Claude,122016,11537,11535,85464079,82602560
16754,2812 L'Aigle,28,Normandie,2812,L'Aigle,122016,894,894,6864703,6531133
16848,2817 Vernon-Gisors,28,Normandie,2817,Vernon-Gisors,122016,25799,25841,199395638,190133628
16881,2819 Yvetot-Vallée du Commerce,28,Normandie,2819,Yvetot-Vallée du Commerce,122016,24908,25065,203529533,192989833
16920,0054 Beauvais,28,Normandie,54,Beauvais,122016,3247,3235,27147815,25391036
17027,2801 Argentan,28,Normandie,2801,Argentan,122016,7494,7586,49443469,47388810
17106,2804 Caen,28,Normandie,2804,Caen,122016,131984,132862,912293212,875604964
17171,2806 Coutances,28,Normandie,2806,Coutances,122016,11350,11438,73496613,70326237
17295,2812 L'Aigle,28,Normandie,2812,L'Aigle,122016,7849,7845,52862858,50047328
17477,3201 Abbeville,32,Hauts-de-France,3201,Abbeville,122016,15522,16024,97130347,94377861
17916,7507 Brive-la-Gaillarde,75,Nouvelle-Aquitaine,7507,Brive-la-Gaillarde,122016,3778,3805,27475110,25124327
18063,7516 Libourne,75,Nouvelle-Aquitaine,7516,Libourne,122016,24721,25148,171019055,164958388
18113,7518 Marmande,75,Nouvelle-Aquitaine,7518,Marmande,122016,18575,18633,118833741,113612464
18147,7519 Mont-de-Marsan,75,Nouvelle-Aquitaine,7519,Mont-de-Marsan,122016,25181,25041,165702936,154921616
18374,7507 Brive-la-Gaillarde,75,Nouvelle-Aquitaine,7507,Brive-la-Gaillarde,122016,30027,30027,207184148,196441256
18399,7511 Guéret,75,Nouvelle-Aquitaine,7511,Guéret,122016,19110,19264,116718760,111699756
18426,7517 Limoges,75,Nouvelle-Aquitaine,7517,Limoges,122016,71170,71058,496013358,467980146
18683,7609 Castelsarrasin-Moissac,76,Occitanie,7609,Castelsarrasin-Moissac,122016,11914,12114,80421859,77463638
18838,7615 Montauban,76,Occitanie,7615,Montauban,122016,36208,36243,234116092,222785709
18914,7621 Rodez,76,Occitanie,7621,Rodez,122016,35046,35470,235107231,221983969
18943,7622 Saint-Gaudens,76,Occitanie,7622,Saint-Gaudens,122016,19618,19620,122156919,117457861
18975,7624 Tarbes-Lourdes,76,Occitanie,7624,Tarbes-Lourdes,122016,50086,50516,321290736,308623069
19045,7601 Agde-Pézenas,76,Occitanie,7601,Agde-Pézenas,122016,12745,14868,80984925,85465388
19101,7605 Bagnols-sur-Cèze,76,Occitanie,7605,Bagnols-sur-Cèze,122016,16890,17079,144422723,139047402
19128,7606 Béziers,76,Occitanie,7606,Béziers,122016,42684,43952,277483368,267875570
19157,7608 Carcassonne-Limoux,76,Occitanie,7608,Carcassonne-Limoux,122016,32729,33137,200852336,191428988
19192,7610 Castres-Mazamet,76,Occitanie,7610,Castres-Mazamet,122016,374,397,2623670,2477901
19273,7614 Millau,76,Occitanie,7614,Millau,122016,220,240,1105114,1101351
19369,7618 Nîmes,76,Occitanie,7618,Nîmes,122016,77747,78273,523761186,498299106
19399,7620 Perpignan,76,Occitanie,7620,Perpignan,122016,88245,90962,562833302,550631278
19472,7625 Toulouse,76,Occitanie,7625,Toulouse,122016,12,11,47252,44242
19501,0052 Arles,76,Occitanie,52,Arles,122016,3605,3673,23510408,22335247
19531,0053 Avignon,76,Occitanie,53,Avignon,122016,8103,8157,61206317,57883673
19562,8401 Annecy,84,Auvergne-Rhône-Alpes,8401,Annecy,122016,90088,89926,688324823,650922208
19695,8406 Bourgoin-Jallieu,84,Auvergne-Rhône-Alpes,8406,Bourgoin-Jallieu,122016,61074,60943,449434264,427158435
19752,8409 Grenoble,84,Auvergne-Rhône-Alpes,8409,Grenoble,122016,193489,190032,1602921640,1553784704
